x,y
6.053171996137779,-0.19187270437980875
6.0332481021759445,-0.19012958952485537
6.013324208214109,-0.188386474669902
5.993400314252275,-0.1866433598149495
5.9734764202904405,-0.18490024495999613
5.953552526328604,-0.18315713010504275
5.933628632366769,-0.18141401525008938
5.9137047384049355,-0.1796709003951369
5.8937808444431,-0.17792778554018351
5.873856950481265,-0.17618467068523014
5.8539330565194305,-0.17444155583027676
5.834009162557595,-0.1726984409753234
5.814085268595761,-0.1709553261203709
5.7941613746339256,-0.16921221126541752
5.77423748067209,-0.16746909641046415
5.754313586710255,-0.16572598155551077
5.734389692748421,-0.16398286670055828
5.714465798786586,-0.1622397518456049
5.694541904824751,-0.16049663699065242
5.6746180108629165,-0.15875352213569816
5.65469411690108,-0.15701040728074567
5.634770222939247,-0.1552672924257923
5.6148463289774115,-0.15352417757083892
5.594922435015576,-0.15178106271588554
5.574998541053741,-0.15003794786093216
5.555074647091907,-0.14829483300597968
5.535150753130072,-0.1465517181510263
5.515226859168237,-0.14480860329607292
5.495302965206402,-0.14306548844112044
5.475379071244568,-0.14132237358616706
5.455455177282732,-0.13957925873121368
5.435531283320897,-0.1378361438762603
5.415607389359062,-0.13609302902130693
5.395683495397227,-0.13434991416635356
5.3757596014353926,-0.13260679931140107
5.355835707473558,-0.1308636844564477
5.335911813511723,-0.1291205696014952
5.315987919549888,-0.12737745474654183
5.296064025588052,-0.12563433989158845
5.276140131626218,-0.12389122503663597
5.256216237664383,-0.1221481101816817
5.236292343702548,-0.12040499532672921
5.216368449740713,-0.11866188047177495
5.1964445557788785,-0.11691876561682246
5.176520661817044,-0.11517565076186909
5.156596767855208,-0.1134325359069166
5.136672873893373,-0.11168942105196322
5.116748979931538,-0.10994630619700985
5.096825085969704,-0.10820319134205647
5.076901192007869,-0.10646007648710398
5.056977298046034,-0.10471696163214972
6.053171996137779,-0.19187270437980875
6.052823373166788,-0.19585748317217622
6.052474750195798,-0.1998422619645428
6.052126127224807,-0.20382704075690938
6.051777504253817,-0.20781181954927685
6.051428881282827,-0.21179659834164433
6.051080258311836,-0.2157813771340109
6.050731635340845,-0.2197661559263775
6.0503830123698545,-0.22375093471874496
6.0500343893988635,-0.22773571351111155
6.049685766427873,-0.23172049230347813
6.049337143456882,-0.2357052710958456
6.048988520485891,-0.2396900498882122
6.048639897514901,-0.24367482868057877
6.04829127454391,-0.24765960747294624
6.04794265157292,-0.2516443862653137
6.04759402860193,-0.2556291650576803
6.047245405630939,-0.2596139438500469
6.046896782659948,-0.26359872264241435
6.046548159688958,-0.2675835014347818
6.046199536717967,-0.2715682802271484
6.045850913746976,-0.275553059019515
6.045502290775985,-0.27953783781188246
6.045153667804994,-0.28352261660424904
6.044805044834003,-0.28750739539661563
6.044456421863014,-0.2914921741889831
6.044107798892023,-0.2954769529813497
6.043759175921033,-0.29946173177371715
6.043410552950042,-0.3034465105660846
6.043061929979051,-0.3074312893584512
6.042713307008061,-0.3114160681508178
6.04236468403707,-0.31540084694318526
6.042016061066079,-0.31938562573555185
6.0416674380950885,-0.3233704045279193
6.0413188151240975,-0.3273551833202859
6.0409701921531065,-0.3313399621126534
6.040621569182116,-0.33532474090501996
6.040272946211126,-0.33930951969738654
6.039924323240135,-0.343294298489754
6.039575700269145,-0.3472790772821215
6.039227077298154,-0.35126385607448807
6.038878454327163,-0.35524863486685465
6.038529831356173,-0.3592334136592221
6.038181208385182,-0.3632181924515896
6.037832585414192,-0.3672029712439562
6.037483962443201,-0.37118775003632276
6.03713533947221,-0.37517252882869023
6.03678671650122,-0.3791573076210568
6.036438093530229,-0.3831420864134234
6.036089470559238,-0.38712686520579087
6.035740847588248,-0.39111164399815745
6.381341395361314,4.8965754721680534
6.380646802650647,4.900514703180102
6.3799522099399795,4.904453934192151
6.379257617229311,4.9083931652042
6.378563024518644,4.912332396216249
6.377868431807976,4.916271627228298
6.377173839097308,4.920210858240347
6.376479246386641,4.924150089252396
6.375784653675973,4.928089320264444
6.375090060965305,4.932028551276494
6.3743954682546375,4.935967782288542
6.37370087554397,4.939907013300591
6.373006282833302,4.94384624431264
6.372311690122634,4.947785475324689
6.371617097411966,4.951724706336737
6.370922504701299,4.9556639373487865
6.370227911990631,4.959603168360835
6.369533319279964,4.9635423993728836
6.368838726569296,4.967481630384932
6.368144133858628,4.9714208613969815
6.36744954114796,4.97536009240903
6.3667549484372925,4.979299323421079
6.366060355726625,4.983238554433128
6.365365763015957,4.987177785445177
6.364671170305289,4.991117016457226
6.363976577594622,4.995056247469274
6.363281984883954,4.998995478481323
6.362587392173286,5.002934709493372
6.361892799462619,5.006873940505421
6.361198206751951,5.010813171517469
6.360503614041283,5.014752402529519
6.359809021330615,5.018691633541568
6.3591144286199475,5.022630864553617
6.35841983590928,5.026570095565665
6.357725243198612,5.030509326577714
6.357030650487944,5.034448557589762
6.356336057777277,5.038387788601812
6.355641465066609,5.04232701961386
6.354946872355941,5.0462662506259095
6.354252279645274,5.050205481637958
6.353557686934606,5.054144712650007
6.352863094223938,5.058083943662055
6.352168501513271,5.0620231746741045
6.351473908802602,5.065962405686154
6.350779316091935,5.069901636698202
6.350084723381268,5.073840867710251
6.349390130670599,5.0777800987223
6.348695537959932,5.081719329734349
6.348000945249264,5.085658560746398
6.347306352538596,5.089597791758447
6.346611759827929,5.093537022770495
6.381341395361314,4.8965754721680534
6.373680950930125,4.890147596071188
6.366020506498935,4.883719719974323
6.358360062067746,4.877291843877457
6.350699617636556,4.870863967780592
6.343039173205366,4.864436091683727
6.335378728774176,4.858008215586861
